ID,Name,Description,BIPA
BIPA_psh_u0070u0073u02B0,psʰ,aspirated with-sibilant-release voiceless bilabial stop consonant,pˢʰ
BIPA_u_u0075u02C0,uˀ,glottalized rounded close back vowel,uˀ
BIPA_q_u0071u02D0,qː,long voiceless uvular stop consonant,qː
BIPA_uo_u028Au032Fu0254,ʊ̯ɔ,from non-syllabic rounded near-close near-back to rounded open-mid back diphthong,ʊ̯ɔ
BIPA_bv_u0062u0076,bv,voiced labio-dental affricate consonant,bv
BIPA_gbj_u0261u0062u02B2,ɡbʲ,palatalized voiced velar-and-bilabial stop consonant,gbʲ
BIPA_oe_u0276,ɶ,rounded open front vowel,ɶ
BIPA__u02E7u02E8u02E7,˧˨˧,contour from-mid via-mid-low to-mid tone,³²³
BIPA_j_u02C0u025F,ˀɟ,pre-glottalized voiced palatal stop consonant,ˀɟ
UNK_ju_u006Au0075,ju,,
BIPA_zj_u007Au02B2,zʲ,palatalized voiced alveolar sibilant fricative consonant,zʲ
BIPA_dz_u02A4u02D0,ʤː,long voiced post-alveolar sibilant affricate consonant,dʒː
BIPA_au_u0061u028Au0303,aʊ̃,from unrounded open front to nasalized rounded near-close near-back diphthong,aʊ̃
BIPA_i_u0069u02E4,iˤ,pharyngealized unrounded close front vowel,iˤ
BIPA_dz_u0064u007Au033B,dz̻,voiced laminal alveolar sibilant affricate consonant,dz̻
BIPA_y_u028Fu02D0,ʏː,long rounded near-close near-front vowel,ʏː
BIPA_k_u02C0u006B,ˀk,pre-glottalized voiceless velar stop consonant,ˀk
BIPA_pf_u0070u0066u02BC,pfʼ,voiceless labio-dental ejective affricate consonant,pfʼ
BIPA_th_u03B8u0330,θ̰,creaky voiceless dental fricative consonant,θ̰
BIPA_i_u0268u031E,ɨ̞,lowered unrounded close central vowel,ɨ̞
BIPA_d_u0064u0325u02D0,d̥ː,long devoiced voiced alveolar stop consonant,d̥ː
UNK_rj_u002Au0052u02B2,*Rʲ,,
BIPA_hg_u02B1u0261,ʱɡ,pre-breathy-aspirated voiced velar stop consonant,ʱg
BIPA_oi_u00F5u0069,õi,from nasalized rounded close-mid back to unrounded close front diphthong,õi
BIPA_ia_u0069u031Eu00E4,i̞ä,from lowered unrounded close front to centralized unrounded open front diphthong,i̞ä
BIPA_d_u00F0u031E,ð̞,voiced dental approximant consonant,ɹ̪
BIPA_qkh_u0071u03C7u02E4u02BC,qχˤʼ,pharyngealized voiceless uvular ejective affricate consonant,qχ’ˤ
BIPA_wl_u02B7u006C,ʷl,pre-labialized voiced alveolar lateral approximant consonant,ʷl
BIPA_j_u0284,ʄ,voiced palatal implosive consonant,ʄ
BIPA_khw_u03C7u02D0u02B7,χːʷ,labialized long voiceless uvular fricative consonant,χʷː
BIPA_nd_u006Eu00F0,nð,pre-nasalized voiced dental fricative consonant,ⁿð
BIPA_pf_u0070u0066,pf,voiceless labio-dental affricate consonant,pf
BIPA_oe_u006Fu0258,oɘ,from rounded close-mid back to unrounded close-mid central diphthong,oɘ
BIPA_l_u026Du033A,ɭ̺,voiced apical retroflex lateral approximant consonant,ɭ̺
BIPA_hl_u02B1u006C,ʱl,pre-breathy-aspirated voiced alveolar lateral approximant consonant,ʱl
BIPA_a_u0251u0308u02D0,ɑ̈ː,long centralized unrounded open back vowel,ɑː̈
BIPA_ia_u0069u032Fu0251,i̯ɑ,from non-syllabic unrounded close front to unrounded open back diphthong,i̯ɑ
BIPA_wa_u026Fu0251,ɯɑ,from unrounded close back to unrounded open back diphthong,ɯɑ
BIPA_r_u0072u032Au0325,r̪̥,devoiced voiced dental trill consonant,r̪̥
BIPA_dzw_u02A4u02B7,ʤʷ,labialized voiced post-alveolar sibilant affricate consonant,dʒʷ
BIPA_ou_u006Fu031Eu0075,o̞u,from rounded mid back to rounded close back diphthong,o̞u
BIPA_oe_u006Fu1D31,oᴱ,from rounded close-mid back to unrounded open-mid front diphthong,oɛ
BIPA_au_u0251u0075,ɑu,from unrounded open back to rounded close back diphthong,ɑu
BIPA_au_u0061u0075u031C,au̜,from unrounded open front to less-rounded rounded close back diphthong,au̜
BIPA_e_u1EBDu031E,ẽ̞,nasalized unrounded mid front vowel,ẽ̞
BIPA_i_u026Au0303u02D0,ɪ̃ː,long nasalized unrounded near-close near-front vowel,ɪ̃ː
BIPA_ui_u028Au0308u0069,ʊ̈i,from rounded near-close central to unrounded close front diphthong,ʊ̈i
BIPA_o_u0254u031Cu02D0,ɔ̜ː,long less-rounded rounded open-mid back vowel,ɔ̜ː
BIPA_i_u0069u0259,iə,from unrounded close front to unrounded mid central diphthong,iə
BIPA_th_u0074u032Au02B0,t̪ʰ,aspirated voiceless dental stop consonant,t̪ʰ
BIPA_ng_u014Bu030A,ŋ̊,devoiced voiced velar nasal consonant,ŋ̊
BIPA_u_u0075u0318,u̘,advanced-tongue-root rounded close back vowel,u̘
BIPA_kh_u03C7u02E4,χˤ,pharyngealized voiceless uvular fricative consonant,χˤ
BIPA_j_u0294u006A,ʔj,palatalized voiceless glottal stop consonant,ʔʲ
BIPA_uo_u0075u006Fu031E,uo̞,from rounded close back to rounded mid back diphthong,uo̞
UNK_uai_u0075u0251u0069,uɑi,,
BIPA_u_u028Au031C,ʊ̜,less-rounded rounded near-close near-back vowel,ʊ̜
BIPA_nh_u006Eu0266,nɦ,breathy voiced alveolar nasal consonant,nʱ
BIPA_nh_u006Eu02B0,nʰ,aspirated voiced alveolar nasal consonant,nʰ
BIPA_rj_u027Eu032Au02B2,ɾ̪ʲ,palatalized voiced dental tap consonant,ɾ̪ʲ
BIPA_y_u0259u0079,əy,from unrounded mid central to rounded close front diphthong,əy
BIPA_ie_u026Au032Fu025B,ɪ̯ɛ,from non-syllabic unrounded near-close near-front to unrounded open-mid front diphthong,ɪ̯ɛ
BIPA_kh_u03C7u02E4u02D0,χˤː,pharyngealized long voiceless uvular fricative consonant,χˤː
UNK_gv_u0263u0076,ɣv,,
BIPA_tsw_u0074u0320u0283u02B7u02D0,t̠ʃʷː,labialized long voiceless post-alveolar sibilant affricate consonant,tʃʷː
BIPA_dlz_u0064u026E,dɮ,voiced alveolar lateral affricate consonant,dɮ
UNK_waei_u0077u00E6u0069,wæi,,
BIPA_gw_u0067u02D0u02B7,gːʷ,labialized long voiced velar stop consonant,gʷː
UNK_jei_u006Au0065u0069u032F,jei̯,,
BIPA_q_u0071u033A,q̺,voiceless apical uvular stop consonant,q̺
BIPA_uu_u0289u0075,ʉu,from rounded close central to rounded close back diphthong,ʉu
BIPA_l_u026Cu032Au02D0,ɬ̪ː,long voiceless dental lateral fricative consonant,ɬ̪ː
BIPA_tl_u02C0u0074u032Au026C,ˀt̪ɬ,pre-glottalized voiceless dental lateral affricate consonant,ˀtɬ̪
BIPA_tsj_u0074u0283u02B2,tʃʲ,palatalized voiceless post-alveolar sibilant affricate consonant,tʃʲ
BIPA_aee_u00E6u0065,æe,from unrounded near-open front to unrounded close-mid front diphthong,æe
BIPA_nj_u006Eu0325u02B2,n̥ʲ,palatalized devoiced voiced alveolar nasal consonant,n̥ʲ
BIPA_khw_u03C7u02E4u02B7,χˤʷ,labialized pharyngealized voiceless uvular fricative consonant,χʷˤ
UNK_wai_u0077u0061u0069,wai,,
BIPA_m_u02C0u006D,ˀm,pre-glottalized voiced bilabial nasal consonant,ˀm
BIPA_ntsh_u207Fu0074u0283u02B0,ⁿtʃʰ,pre-nasalized aspirated voiceless post-alveolar sibilant affricate consonant,ⁿtʃʰ
BIPA_gb_u0261u0062,ɡb,voiced velar-and-bilabial stop consonant,gb
BIPA_nd_u207Fu0064u032A,ⁿd̪,pre-nasalized voiced dental stop consonant,ⁿd̪
BIPA_tn_u0288u0273,ʈɳ,with-nasal-release voiceless retroflex stop consonant,ʈⁿ
BIPA_dz_u0064u007Au0324,dz̤,breathy voiced alveolar sibilant affricate consonant,dzʱ
BIPA_qh_u0071u02E4u02B0,qˤʰ,pharyngealized aspirated voiceless uvular stop consonant,qˤʰ
UNK_rr_u0280u0281,ʀʁ,,
BIPA_dzw_u0064u0320u0292u02B7,d̠ʒʷ,labialized voiced post-alveolar sibilant affricate consonant,dʒʷ
BIPA_ts_u0074u0283u02E4,tʃˤ,pharyngealized voiceless post-alveolar sibilant affricate consonant,tʃˤ
BIPA__u02E8u02E5,˨˥,rising from-mid-low to-high tone,²⁵
BIPA__u02E7u02E5u02E8,˧˥˨,contour from-mid via-high to-mid-low tone,³⁵²
BIPA_l_u026Du0325,ɭ̥,devoiced voiced retroflex lateral approximant consonant,ɭ̊
BIPA_oe_u0153u031E,œ̞,lowered rounded open-mid front vowel,œ̞
BIPA_e_u0065u0319,e̙,retracted-tongue-root unrounded close-mid front vowel,e̙
BIPA_hw_u029Cu02B7,ʜʷ,labialized voiceless epiglottal fricative consonant,ʜʷ
BIPA_v_u0076,v,voiced labio-dental fricative consonant,v
BIPA_mvj_u0271u0076u02B2,ɱvʲ,pre-nasalized palatalized voiced labio-dental fricative consonant,ⁿvʲ
BIPA_t_u0074u032A,t̪,voiceless dental stop consonant,t̪
BIPA_w_u026Fu028C,ɯʌ,from unrounded close back to unrounded open-mid back diphthong,ɯʌ
BIPA_ai_u0061u0069,ai,from unrounded open front to unrounded close front diphthong,ai
BIPA_r_u0281u02D0,ʁː,long voiced uvular fricative consonant,ʁː
BIPA_qwj_u0071u02BCu02B7u02B2,qʼʷʲ,palatalized labialized voiceless uvular ejective stop consonant,q’ʲʷ
BIPA_o_u0254u031E,ɔ̞,lowered rounded open-mid back vowel,ɔ̞
BIPA_kh_u006Bu0298u02B0,kʘʰ,aspirated voiceless labial click consonant,ʘʰ
BIPA_n_u0274,ɴ,voiced uvular nasal consonant,ɴ
UNK_tsh_u0074u015Du02B0,tŝʰ,,
BIPA_eu_u025Eu028A,ɞʊ,from rounded open-mid central to rounded near-close near-back diphthong,ɞʊ
UNK_wo_u0077u00F5,wõ,,
BIPA_r_u0072u1DA3,rᶣ,labio-palatalized voiced alveolar trill consonant,rᶣ
BIPA_a_u0251u0330u02D0,ɑ̰ː,long creaky unrounded open back vowel,ɑ̰ː
BIPA_k_u006Bu01C0u032A,kǀ̪,voiceless dental click consonant,ǀ
BIPA_c_u0255u02D0,ɕː,long voiceless alveolo-palatal sibilant fricative consonant,ɕː
BIPA_nglh_u014Bu0325u01C2u0353u02E1u02B0,ŋ̥ǂ͓ˡʰ,with-friction pre-nasalized aspirated with-lateral-release voiceless palatal click consonant,ⁿǂˡʰ͓
BIPA_ao_u0061u0254,aɔ,from unrounded open front to rounded open-mid back diphthong,aɔ
BIPA_r_u027Au0325,ɺ̥,devoiced voiced alveolar lateral tap consonant,ɺ̥
BIPA_t_u02C0u0074,ˀt,pre-glottalized voiceless alveolar stop consonant,ˀt
BIPA_e_u0065u0259,eə,from unrounded close-mid front to unrounded mid central diphthong,eə
BIPA_kw_u02C0u006Bu02B7,ˀkʷ,pre-glottalized labialized voiceless velar stop consonant,ˀkʷ
BIPA_v_u028B,ʋ,voiced labio-dental approximant consonant,ʋ
BIPA_l_u026Bu02D0,ɫː,velarized long voiced alveolar lateral approximant consonant,lˠː
BIPA_l_u026Bu033A,ɫ̺,velarized voiced apical alveolar lateral approximant consonant,l̺ˠ
BIPA_j_u0294u02B2u02D0,ʔʲː,palatalized long voiceless glottal stop consonant,ʔʲː
BIPA_e_u0065,e,unrounded close-mid front vowel,e
BIPA_nth_u207Fu0288u02B0,ⁿʈʰ,pre-nasalized aspirated voiceless retroflex stop consonant,ⁿʈʰ
BIPA_njj_u0272u025Fu029D,ɲɟʝ,pre-nasalized voiced palatal affricate consonant,ⁿɟʝ
BIPA__u02E8u02E6u02E8,˨˦˨,contour from-mid-low via-mid-high to-mid-low tone,²⁴²
UNK_tl_u0074u032Au026Cu02BC,t̪ɬʼ,,
BIPA_tshj_u0074u032Au0073u032Au02B0u02B2,t̪s̪ʰʲ,palatalized aspirated voiceless dental sibilant affricate consonant,ts̪ʲʰ
BIPA_aei_u00E6u0069,æi,from unrounded near-open front to unrounded close front diphthong,æi
BIPA_i_u026Au0330,ɪ̰,creaky unrounded near-close near-front vowel,ɪ̰
BIPA_ua_u028Au032Fu0250u0303,ʊ̯ɐ̃,from non-syllabic rounded near-close near-back to nasalized unrounded near-open central diphthong,ʊ̯ɐ̃
BIPA_g_u0261u02D0,ɡː,long voiced velar stop consonant,gː
BIPA_ndr_u006Eu0064u0072,ndr,pre-nasalized with-trilled-release voiced alveolar stop consonant,ⁿdʳ
BIPA_nts_u207Fu0074u0073,ⁿts,pre-nasalized voiceless alveolar sibilant affricate consonant,ⁿts
BIPA_ng_u207Fu0261,ⁿɡ,pre-nasalized voiced velar stop consonant,ⁿg
UNK__u02E5u02E7u0330,˥˧̰,,
BIPA_ljw_u006Cu02B2u02B7,lʲʷ,palatalized labialized voiced alveolar lateral approximant consonant,lʲʷ
BIPA_mbv_u006Du0062u0076,mbv,pre-nasalized voiced labio-dental affricate consonant,ⁿbv
BIPA_cw_u00E7u02B7,çʷ,labialized voiceless palatal sibilant fricative consonant,çʷ
BIPA_oi_u00F5u031Eu0129u02E4,õ̞ĩˤ,from nasalized rounded mid back to pharyngealized nasalized unrounded close front diphthong,õ̞ĩˤ
BIPA_n_u006Eu032Au0324,n̪̤,breathy voiced dental nasal consonant,n̪ʱ
BIPA_d_u0257u0320,ɗ̠,retracted voiced dental implosive consonant,ɗ̠
BIPA_t_u0288u02C0,ʈˀ,glottalized voiceless retroflex stop consonant,ʈˀ
BIPA_a_u0250u02D0,ɐː,long unrounded near-open central vowel,ɐː
BIPA_c_u0255u1DA3,ɕᶣ,labio-palatalized voiceless alveolo-palatal sibilant fricative consonant,ɕᶣ
BIPA_uoe_u0075u0153,uœ,from rounded close back to rounded open-mid front diphthong,uœ
BIPA_oei_u0153u0069u032F,œi̯,from rounded open-mid front to non-syllabic unrounded close front diphthong,œi̯
UNK_uai_u0075u0061u0069,uai,,
BIPA_hm_u02B1u006D,ʱm,pre-aspirated voiced bilabial nasal consonant,ʰm
BIPA_l_u006Cu033A,l̺,voiced apical alveolar lateral approximant consonant,l̺
BIPA_a_u0061u0319,a̙,retracted-tongue-root unrounded open front vowel,a̙
UNK_oej_u0153u006A,œj,,
BIPA_r_u0072u0325u02D0,r̥ː,long devoiced voiced alveolar trill consonant,r̥ː
BIPA_oj_u00F5u02B2,õʲ,from nasalized rounded close-mid back to unrounded close front diphthong,õi
BIPA_ir_u0069u02DEu02E4,i˞ˤ,rhotacized pharyngealized unrounded close front vowel,i˞ˤ
BIPA_nd_u006Eu0064u02D0,ndː,pre-nasalized long voiced alveolar stop consonant,ⁿdː
BIPA_a_u0061u0330u02D1,a̰ˑ,mid-long creaky unrounded open front vowel,a̰ˑ
BIPA_r_u0072u0320u0319,r̠̙,retracted voiced retracted-tongue-root alveolar trill consonant,r̠̙
BIPA_y_u0079u0330u02D0,y̰ː,long creaky rounded close front vowel,y̰ː
UNK_ij_u0268u006A,ɨj,,
BIPA_lw_u026Cu02B7,ɬʷ,labialized voiceless alveolar lateral fricative consonant,ɬʷ
BIPA_e_u025Eu031Cu02D0,ɞ̜ː,long less-rounded rounded open-mid central vowel,ɞ̜ː
BIPA_g_u0262u01C2,ɢǂ,voiced palatal click consonant,gǂ
BIPA_ngk_u014Bu006Bu02BC,ŋkʼ,from voiced velar nasal to voiceless velar ejective stop cluster,ŋkʼ
BIPA_u_u0075u02E4,uˤ,pharyngealized rounded close back vowel,uˤ
BIPA_d_u02C0u0257,ˀɗ,pre-glottalized voiced dental implosive consonant,ˀɗ
BIPA_hp_u02B0u0070,ʰp,pre-aspirated voiceless bilabial stop consonant,ʰp
BIPA_l_u006Cu02E4u02D0,lˤː,pharyngealized long voiced alveolar lateral approximant consonant,lˤː
BIPA_ai_u00E3u0069,ãi,from nasalized unrounded open front to unrounded close front diphthong,ãi
BIPA_twh_u0074u02B7u02B0,tʷʰ,labialized aspirated voiceless alveolar stop consonant,tʷʰ
BIPA_a_u00E3u02E4,ãˤ,pharyngealized nasalized unrounded open front vowel,ãˤ
BIPA_a_u0061u031E,a̞,lowered unrounded open front vowel,a̞
BIPA_ae_u00E6u0303u003A,æ̃:,long nasalized unrounded near-open front vowel,æ̃ː
BIPA_ngjw_u014Bu02B2u02B7,ŋʲʷ,palatalized labialized voiced velar nasal consonant,ŋʲʷ
BIPA_rj_u0072u02B2u02D0,rʲː,palatalized long voiced alveolar trill consonant,rʲː
BIPA_c_u0255u031Fu02D0,ɕ̟ː,advanced long voiceless alveolo-palatal sibilant fricative consonant,ɕ̟ː
BIPA_e_u025Bu0303u003A,ɛ̃:,long nasalized unrounded open-mid front vowel,ɛ̃ː
BIPA_e_u025Bu0324u0303u02D0,ɛ̤̃ː,long nasalized breathy unrounded open-mid front vowel,ɛ̤̃ː
BIPA_n_u006Eu02D0,nː,long voiced alveolar nasal consonant,nː
BIPA_jj_u025Fu029Du031E,ɟʝ̞,lowered voiced palatal affricate consonant,ɟʝ̞
BIPA_ie_u0069u1EBDu02D0,iẽː,from unrounded close front to long nasalized unrounded close-mid front diphthong,iẽː
BIPA_t_u0074u02BC,tʼ,voiceless alveolar ejective stop consonant,tʼ
BIPA_o_u006F,o,rounded close-mid back vowel,o
BIPA_kw_u006Bu0077,kw,labialized voiceless velar stop consonant,kʷ
BIPA__u02E9u02E5,˩˥,rising from-low to-high tone,¹⁵
BIPA_q_u0071u02E4u02BC,qˤʼ,pharyngealized voiceless uvular ejective stop consonant,q’ˤ
BIPA_ia_u0069u032Fu0061,i̯a,from non-syllabic unrounded close front to unrounded open front diphthong,i̯a
BIPA_bw_u03B2u02B7,βʷ,labialized voiced bilabial fricative consonant,βʷ
BIPA_l_u006Cu02BC,lʼ,voiced alveolar ejective lateral approximant consonant,l’
BIPA_uo_u0075u032Fu0254,u̯ɔ,from non-syllabic rounded close back to rounded open-mid back diphthong,u̯ɔ
BIPA_t_u0074u032Au0330,t̪̰,creaky voiceless dental stop consonant,t̪̰
BIPA_l_u006Cu003A,l:,long voiced alveolar lateral approximant consonant,lː
BIPA_ao_u0251u0303u00F5,ɑ̃õ,from nasalized unrounded open back to nasalized rounded close-mid back diphthong,ɑ̃õ
BIPA_oi_u0254u0303u0129,ɔ̃ĩ,from nasalized rounded open-mid back to nasalized unrounded close front diphthong,ɔ̃ĩ
BIPA_tsh_u0074u0283u02B0u02E4,tʃʰˤ,pharyngealized aspirated voiceless post-alveolar sibilant affricate consonant,tʃˤʰ
BIPA_ie_u0129u025Bu0303u02D0,ĩɛ̃ː,from nasalized unrounded close front to long nasalized unrounded open-mid front diphthong,ĩɛ̃ː
BIPA_ue_u0075u025C,uɜ,from rounded close back to unrounded open-mid central diphthong,uɜ
BIPA_k_u006Bu01C1u0353,kǁ͓,with-friction voiceless lateral click consonant,ǁ͓
BIPA_k_u006Bu01C0u0353,kǀ͓,with-friction voiceless dental click consonant,ǀ͓
BIPA_yo_u0079u00F8u031E,yø̞,from rounded close front to rounded mid front diphthong,yø̞
BIPA_xh_u0078u02B0,xʰ,aspirated voiceless velar fricative consonant,xʰ
BIPA_ngh_u014Bu01C0u02B1,ŋǀʱ,breathy voiced dental nasal-click consonant,ŋǀʱ
BIPA_ngmkpr_u014Bu006Du006Bu0070u027E,ŋmkpɾ,from pre-nasalized voiceless velar stop to with-trilled-release voiceless bilabial stop cluster,ⁿkpʳ
BIPA_uo_u0075u006Fu02D0,uoː,from rounded close back to long rounded close-mid back diphthong,uoː
BIPA_th_u0074u033Au02B0,t̺ʰ,aspirated voiceless apical alveolar stop consonant,t̺ʰ
UNK_psh_u0070u0283u02B0,pʃʰ,,
BIPA_hn_u02B1u0272,ʱɲ,pre-breathy-aspirated voiced palatal nasal consonant,ʱɲ
BIPA_kx_u006Bu01C0u0078u02BC,kǀxʼ,from voiceless dental click to voiceless velar ejective fricative cluster,ǀxʼ
BIPA_aw_u0061u0324u026Fu0324,a̤ɯ̤,from breathy unrounded open front to breathy unrounded close back diphthong,a̤ɯ̤
BIPA_o_u0254u0259,ɔə,from rounded open-mid back to unrounded mid central diphthong,ɔə
BIPA_u_u0289u0306,ʉ̆,ultra-short rounded close central vowel,ʉ̆
BIPA_e_u0065u031Eu0325,e̞̥,devoiced unrounded mid front vowel,e̞̥
BIPA_ai_u00E3u026Au032Fu02D0,ãɪ̯ː,from nasalized unrounded open front to long non-syllabic unrounded near-close near-front diphthong,ãɪ̯ː
BIPA_ntsh_u006Eu032Au0074u032Au0073u032Au02B0,n̪t̪s̪ʰ,pre-nasalized aspirated voiceless dental sibilant affricate consonant,ⁿts̪ʰ
BIPA_o_u006Fu031Eu02E4,o̞ˤ,pharyngealized rounded mid back vowel,o̞ˤ
BIPA_oy_u00F8u0079,øy,from rounded close-mid front to rounded close front diphthong,øy
BIPA_ia_u0268u0061,ɨa,from unrounded close central to unrounded open front diphthong,ɨa
UNK_tsh_u0074u0347u0073u0347u02B0,t͇s͇ʰ,,
UNK_ow_u0254u0077,ɔw,,
BIPA_ue_u0075u025Bu0303,uɛ̃,from rounded close back to nasalized unrounded open-mid front diphthong,uɛ̃
BIPA_u_u0264u031Eu0303,ɤ̞̃,nasalized unrounded mid back vowel,ɤ̞̃
BIPA_lh_u006Cu0266,lɦ,breathy voiced alveolar lateral approximant consonant,lʱ
BIPA_qhw_u0071u02B0u02B7,qʰʷ,labialized aspirated voiceless uvular stop consonant,qʷʰ
BIPA_a_u0250u0339u0306,ɐ̹̆,ultra-short rounded near-open central vowel,ɞ̞̆
UNK_ncc_u0272u0063u0255,ɲcɕ,,
BIPA_o_u0254u02D1,ɔˑ,mid-long rounded open-mid back vowel,ɔˑ
BIPA_wj_u02B7u025F,ʷɟ,pre-labialized voiced palatal stop consonant,ʷɟ
BIPA_e_u025Bu0259,ɛə,from unrounded open-mid front to unrounded mid central diphthong,ɛə
BIPA_w_u026Fu003A,ɯ:,long unrounded close back vowel,ɯː
BIPA_dh_u0064u033Au02B1,d̺ʱ,breathy voiced apical alveolar stop consonant,d̺ʱ
BIPA_t_u0074u003A,t:,long voiceless alveolar stop consonant,tː
BIPA_o_u0254u02E4u02D0,ɔˤː,long pharyngealized rounded open-mid back vowel,ɔˤː
BIPA_lg_u006Cu0325u02E0,l̥ˠ,velarized devoiced voiced alveolar lateral approximant consonant,l̥ˠ
UNK_hw_u0068u0077,hw,,
BIPA_ou_u0254u0075,ɔu,from rounded open-mid back to rounded close back diphthong,ɔu
BIPA_m_u006Du02BC,mʼ,voiced bilabial ejective nasal consonant,m’
UNK_ja_u006Au0061u02D0,jaː,,
BIPA_r_u0280,ʀ,voiced uvular trill consonant,ʀ
BIPA_t_u0074u0320,t̠,voiceless post-alveolar stop consonant,t̠
BIPA_nl_u006Eu006C,nl,pre-nasalized voiced alveolar lateral approximant consonant,ⁿl
UNK_ja_u006Au0061,ja,,
BIPA_i_u0069u003A,i:,long unrounded close front vowel,iː
BIPA_nh_u0272u02B1,ɲʱ,breathy voiced palatal nasal consonant,ɲʱ
BIPA_mpf_u006Du0070u0066,mpf,pre-nasalized voiceless labio-dental affricate consonant,ⁿpf
BIPA_i_u0069,i,unrounded close front vowel,i
BIPA_pg_u0070u02E0,pˠ,velarized voiceless bilabial stop consonant,pˠ
BIPA__u0259u0339,ə̹,more-rounded unrounded mid central vowel,ə̹
BIPA_pjh_u0070u02B2u02B0,pʲʰ,palatalized aspirated voiceless bilabial stop consonant,pʰʲ
BIPA_nggb_u014Bu0261u0062,ŋɡb,from voiced velar nasal to voiced velar-and-bilabial stop cluster,ŋgb
BIPA_kxh_u006Bu01C3u0320u0078u02B0,kǃ̠xʰ,from retracted voiceless alveolar click to aspirated voiceless velar fricative cluster,ǃ̠xʰ
BIPA_oy_u00F8u02D0u0079u032F,øːy̯,from long rounded close-mid front to non-syllabic rounded close front diphthong,øːy̯
BIPA_njz_u0272u025Fu0291,ɲɟʑ,pre-nasalized voiced alveolo-palatal sibilant affricate consonant,ⁿdʑ
BIPA_ngg_u014Bu0263,ŋɣ,pre-nasalized voiced velar fricative consonant,ⁿɣ
BIPA_o_u006Fu031Eu031C,o̞̜,less-rounded rounded mid back vowel,o̞̜
BIPA_ae_u0061u0065u032F,ae̯,from unrounded open front to non-syllabic unrounded close-mid front diphthong,ae̯
BIPA_au_u00E3u0169,ãũ,from nasalized unrounded open front to nasalized rounded close back diphthong,ãũ
BIPA__u0294u032C,ʔ̬,revoiced voiceless glottal stop consonant,ʔ̬
BIPA_uo_u028Au0254,ʊɔ,from rounded near-close near-back to rounded open-mid back diphthong,ʊɔ
BIPA_o_u0254u031Eu02D0,ɔ̞ː,long lowered rounded open-mid back vowel,ɔ̞ː
UNK_ui_u0259u028Au026A,əʊɪ,,
BIPA_a_u1E01,ḁ,devoiced unrounded open front vowel,ḁ
BIPA_hj_u0068u02B2,hʲ,palatalized voiceless glottal fricative consonant,hʲ
BIPA_k_u006Bu01C3,kǃ,voiceless alveolar click consonant,ǃ
BIPA_r_u027Eu02D0,ɾː,long voiced alveolar tap consonant,ɾː
BIPA_mw_u006Du02B7u02D0,mʷː,labialized long voiced bilabial nasal consonant,mʷː
BIPA_ts_u0074u0073u02BC,tsʼ,voiceless alveolar ejective sibilant affricate consonant,tsʼ
UNK_tswh_u0074u015Du02B7u02B0,tŝʷʰ,,
BIPA_t_u0236,ȶ,voiceless alveolo-palatal stop consonant,ȶ
BIPA_o_u014Fu031E,ŏ̞,ultra-short rounded mid back vowel,ŏ̞
BIPA_nth_u006Eu03B8,nθ,pre-nasalized voiceless dental fricative consonant,ⁿθ
