ID,Name,Description,BIPA
BIPA_o_u00F6,ö,centralized rounded close-mid back vowel,ö
BIPA_khj_u03C7u02B2,χʲ,palatalized voiceless uvular fricative consonant,χʲ
BIPA_nts_u006Eu0074u0283,ntʃ,from voiced alveolar nasal to voiceless post-alveolar sibilant affricate cluster,ntʃ
BIPA_sg_u0283u02E0,ʃˠ,velarized voiceless post-alveolar sibilant fricative consonant,ʃˠ
BIPA_y_u028Fu0303,ʏ̃,nasalized rounded near-close near-front vowel,ʏ̃
BIPA_dd_u0064u032Au00F0,d̪ð,voiced dental affricate consonant,dð
UNK_aj_u0061u02B2u003A,aʲ:,,
BIPA_r_u027Eu0324,ɾ̤,breathy voiced alveolar tap consonant,ɾʱ
BIPA_u_u0075u031F,u̟,advanced rounded close back vowel,u̟
BIPA_qkh_u0071u03C7u02BC,qχʼ,voiceless uvular ejective affricate consonant,qχ’
UNK_tc_u0074u033Au0255u033Au02BC,t̺ɕ̺ʼ,,
BIPA_nh_u0273u0266,ɳɦ,breathy voiced retroflex nasal consonant,ɳʱ
BIPA_tc_u0074u0255u1DA3,tɕᶣ,labio-palatalized voiceless alveolo-palatal sibilant affricate consonant,tɕᶣ
BIPA_nb_u207Fu0062,ⁿb,pre-nasalized voiced bilabial stop consonant,ⁿb
BIPA_jj_u025Fu029Du02D0,ɟʝː,long voiced palatal affricate consonant,ɟʝː
UNK__u2193u02E6u02E8,↓˦˨,,
BIPA_dzj_u0064u0320u007Au0320u02B2,d̠z̠ʲ,retracted palatalized voiced alveolar sibilant affricate consonant,dz̠ʲ
BIPA_e_u025Bu02D0,ɛː,long unrounded open-mid front vowel,ɛː
BIPA_d_u00F0,ð,voiced dental fricative consonant,ð
BIPA_r_u0281u02E4,ʁˤ,pharyngealized voiced uvular fricative consonant,ʁˤ
BIPA_z_u0292u02D0u02E4,ʒːˤ,pharyngealized long voiced post-alveolar sibilant fricative consonant,ʒˤː
BIPA_oe_u0153u031C,œ̜,less-rounded rounded open-mid front vowel,œ̜
BIPA_ee_u025Bu0065,ɛe,from unrounded open-mid front to unrounded close-mid front diphthong,ɛe
BIPA_dz_u0064u0325u0292u0325,d̥ʒ̥,devoiced voiced alveolar affricate consonant,dʒ̊
BIPA_o_u0275u031F,ɵ̟,advanced rounded close-mid central vowel,ɵ̟
BIPA_th_u0074u032Au02B0u02E4,t̪ʰˤ,pharyngealized aspirated voiceless dental stop consonant,t̪ˤʰ
BIPA_g_u0263u0324,ɣ̤,breathy voiced velar fricative consonant,ɣʱ
BIPA_lw_u026Cu032Au02B7,ɬ̪ʷ,labialized voiceless dental lateral fricative consonant,ɬ̪ʷ
BIPA_ndz_u207Fu0064u0292,ⁿdʒ,pre-nasalized voiced post-alveolar affricate consonant,ⁿdʒ
BIPA_y_u028Eu02BC,ʎʼ,voiced palatal ejective lateral approximant consonant,ʎ’
BIPA_cj_u0063u02B2,cʲ,palatalized voiceless palatal stop consonant,cʲ
BIPA_dg_u0064u02E0,dˠ,velarized voiced alveolar stop consonant,dˠ
BIPA_mb_u006Du0324u0062u0324,m̤b̤,pre-nasalized breathy voiced bilabial stop consonant,ⁿbʱ
BIPA_n_u006Eu032Au0330,n̪̰,creaky voiced dental nasal consonant,n̪̰
BIPA_b_u0253u0325,ɓ̥,devoiced voiced bilabial implosive consonant,ɓ̥
BIPA_a_u0251u031Du0339,ɑ̝̹,raised more-rounded unrounded open back vowel,ɑ̝̹
BIPA_tsj_u0074u0283u02D0u02B2,tʃːʲ,palatalized long voiceless post-alveolar sibilant affricate consonant,tʃʲː
BIPA_pgh_u0070u02E0u02B0,pˠʰ,velarized aspirated voiceless bilabial stop consonant,pˠʰ
BIPA_a_u00E3u0330,ã̰,nasalized creaky unrounded open front vowel,ã̰
BIPA_u_u0075u032Fu0259,u̯ə,from non-syllabic rounded close back to unrounded mid central diphthong,u̯ə
BIPA_ai_u0061u02D0u0069u032F,aːi̯,from long unrounded open front to non-syllabic unrounded close front diphthong,aːi̯
BIPA_dz_u0064u032Au007Au032A,d̪z̪,voiced dental sibilant affricate consonant,dz̪
BIPA_ndz_u006Eu0324u0064u0324u007Au0324,n̤d̤z̤,pre-nasalized breathy voiced alveolar sibilant affricate consonant,ⁿdzʱ
BIPA_dh_u0064u033Bu0324u02B1,d̻̤ʱ,breathy voiced laminal alveolar stop consonant,d̻ʱ
BIPA_gx_u0261u01C1u0078,ɡǁx,from voiced lateral click to voiceless velar fricative cluster,gǁx
BIPA_e_u0065u02E4,eˤ,pharyngealized unrounded close-mid front vowel,eˤ
BIPA_dj_u0064u0325u02B2,d̥ʲ,palatalized devoiced voiced alveolar stop consonant,d̥ʲ
BIPA_a_u0251u0324u02D0,ɑ̤ː,long breathy unrounded open back vowel,ɑ̤ː
BIPA_aeu_u00E6u0075,æu,from unrounded near-open front to rounded close back diphthong,æu
BIPA_ig_u0129u02E0,ĩˠ,velarized nasalized unrounded close front vowel,ĩˠ
BIPA_t_u0074u0348,t͈,strong voiceless alveolar stop consonant,t͈
BIPA_o_u0254,ɔ,rounded open-mid back vowel,ɔ
BIPA_u_u0289u031E,ʉ̞,lowered rounded close central vowel,ʉ̞
BIPA_ns_u006Eu0324u0073,n̤s,pre-nasalized breathy voiceless alveolar sibilant fricative consonant,ⁿsʱ
BIPA_i_u026Au02E4,ɪˤ,pharyngealized unrounded near-close near-front vowel,ɪˤ
BIPA_v_u0076u02D0,vː,long voiced labio-dental fricative consonant,vː
BIPA_ai_u0251u0303u0129,ɑ̃ĩ,from nasalized unrounded open back to nasalized unrounded close front diphthong,ɑ̃ĩ
UNK_wei_u0077u0065u0069u032F,wei̯,,
BIPA_tsg_u0074u0073u02E0,tsˠ,velarized voiceless alveolar sibilant affricate consonant,tsˠ
BIPA_fw_u0066u02B7u02D0,fʷː,labialized long voiceless labio-dental fricative consonant,fʷː
BIPA_y_u0079u0324,y̤,breathy rounded close front vowel,y̤
BIPA_h_u029Cu02D0,ʜː,long voiceless epiglottal fricative consonant,ʜː
BIPA_ngm_u014Bu0325u006Du0325,ŋ̥m̥,voiceless bilabial-and-velar nasal consonant,ŋ̥m̥
BIPA_z_u007Au033Bu02D0,z̻ː,long voiced laminal alveolar sibilant fricative consonant,z̻ː
BIPA_u_u0259u0075u032F,əu̯,from unrounded mid central to non-syllabic rounded close back diphthong,əu̯
BIPA_w_u0259u0330u026Fu0330,ə̰ɯ̰,from creaky unrounded mid central to creaky unrounded close back diphthong,ə̰ɯ̰
BIPA_rjw_u027Eu02B2u02B7,ɾʲʷ,palatalized labialized voiced alveolar tap consonant,ɾʲʷ
BIPA_yi_u0079u0069u032F,yi̯,from rounded close front to non-syllabic unrounded close front diphthong,yi̯
BIPA_gh_u0067u0324u02B1,g̤ʱ,breathy voiced velar stop consonant,gʱ
BIPA__u02E7,˧,short from-mid tone,³
BIPA_z_u007Au02D0,zː,long voiced alveolar sibilant fricative consonant,zː
BIPA_kx_u006Bu0078u02D0u02BC,kxːʼ,long voiceless velar ejective affricate consonant,kx’ː
BIPA_tsj_u0074u032Au0073u032Au02B2,t̪s̪ʲ,palatalized voiceless dental sibilant affricate consonant,ts̪ʲ
BIPA_nw_u0273u02B7,ɳʷ,labialized voiced retroflex nasal consonant,ɳʷ
BIPA_r_u027Fu0330,ɿ̰,creaky unrounded close with-friction back vowel,ɿ̰
BIPA_wj_u0077u031Cu02B2,w̜ʲ,syllabic palatalized voiced labio-velar approximant consonant,w̩ʲ
BIPA_o_u0275u003A,ɵ:,long rounded close-mid central vowel,ɵː
BIPA_u_u0264u0324u02D0,ɤ̤ː,long breathy unrounded close-mid back vowel,ɤ̤ː
BIPA_d_u0064u032Au033B,d̪̻,voiced laminal dental stop consonant,d̪̻
BIPA_phw_u0070u02B0u02B7,pʰʷ,labialized aspirated voiceless bilabial stop consonant,pʷʰ
BIPA_b_u0062u032A,b̪,voiced labio-dental stop consonant,b̪
BIPA_kh_u006Bu02D0u02B0,kːʰ,aspirated long voiceless velar stop consonant,kʰː
BIPA_e_u025E,ɞ,rounded open-mid central vowel,ɞ
BIPA_hn_u02B0u006E,ʰn,pre-aspirated voiced alveolar nasal consonant,ʰn
BIPA_y_u02C0u0079,ˀy,pre-glottalized voiced palatal approximant consonant,ˀj
BIPA_gx_u0261u0330u01C2u0078,ɡ̰ǂx,from voiced palatal click to voiceless velar fricative cluster,gǂx
BIPA_ngm_u014Bu006D,ŋm,voiced velar-and-bilabial nasal consonant,ŋm
BIPA_ngh_u014Bu0325u01C3u0320u02B0,ŋ̥ǃ̠ʰ,retracted aspirated voiced alveolar nasal-click consonant,ŋǃ̠ʰ
UNK_wo_u0077u006Fu02D0,woː,,
BIPA_sj_u0073u02B2u02D1,sʲˑ,palatalized mid-long voiceless alveolar sibilant fricative consonant,sʲˑ
BIPA_dr_u0256u0072,ɖr,with-trilled-release voiced retroflex stop consonant,ɖʳ
UNK_dj_u0064u032Au1DBBu02B2,d̪ᶻʲ,,
BIPA_ts_u0074u033Au0073u033A,t̺s̺,voiceless apical alveolar sibilant affricate consonant,ts̺
BIPA_kw_u006Bu02B7u02D0,kʷː,labialized long voiceless velar stop consonant,kʷː
BIPA_o_u006Fu031Eu031F,o̞̟,advanced rounded mid back vowel,o̞̟
BIPA_g_u0260,ɠ,voiced velar implosive consonant,ɠ
BIPA_y_u028Eu031Fu0325,ʎ̟̥,devoiced voiced alveolo-palatal lateral approximant consonant,ȴ̥
BIPA_nt_u006Eu0320u0074u0320,n̠t̠,retracted pre-nasalized voiceless alveolar stop consonant,ⁿt̠
BIPA_l_u006Cu02E4,lˤ,pharyngealized voiced alveolar lateral approximant consonant,lˤ
BIPA_ts_u0074u033Au0073u033Au02BC,t̺s̺ʼ,voiceless apical alveolar ejective sibilant affricate consonant,ts̺’
BIPA_w_u026Fu0259,ɯə,from unrounded close back to unrounded mid central diphthong,ɯə
BIPA_fj_u0278u02B2,ɸʲ,palatalized voiceless bilabial fricative consonant,ɸʲ
BIPA_gkh_u0261u01C1u006Bu02B0,ɡǁkʰ,from voiced lateral click to aspirated voiceless velar stop cluster,gǁkʰ
BIPA_tcw_u0074u0255u02B7,tɕʷ,labialized voiceless alveolo-palatal sibilant affricate consonant,tɕʷ
BIPA_tlh_u0074u006Cu02B1,tlʱ,aspirated voiceless alveolar lateral affricate consonant,tɬʰ
BIPA_ng_u014Bu0325u01C3u02C0,ŋ̥ǃˀ,glottalized voiced alveolar nasal-click consonant,ŋǃˀ
BIPA_a_u0250,ɐ,unrounded near-open central vowel,ɐ
BIPA_ngl_u014Bu01C2u0353u02E1,ŋǂ͓ˡ,with-friction with-lateral-release voiced palatal nasal-click consonant,ŋǂˡ͓
BIPA_th_u0288u02B0,ʈʰ,aspirated voiceless retroflex stop consonant,ʈʰ
BIPA_kkx_u006Bu01C3u006Bu0078u02BC,kǃkxʼ,from voiceless alveolar click to voiceless velar ejective affricate cluster,ǃkx’
BIPA_k_u006Bu02D1,kˑ,mid-long voiceless velar stop consonant,kˑ
BIPA_hts_u02B0u0074u0320u0283,ʰt̠ʃ,pre-aspirated voiceless post-alveolar sibilant affricate consonant,ʰtʃ
BIPA_d_u0256u0324,ɖ̤,breathy voiced retroflex stop consonant,ɖʱ
BIPA_i_u0268u0339,ɨ̹,more-rounded unrounded close central vowel,ɨ̹
UNK_wei_u0077u025Bu0069u032F,wɛi̯,,
BIPA_bw_u0253u02B7,ɓʷ,labialized voiced bilabial implosive consonant,ɓʷ
BIPA_g_u0261u01C0,ɡǀ,voiced dental click consonant,gǀ
BIPA_t_u0074u032Au02BCu02E4,t̪ʼˤ,pharyngealized voiceless dental ejective stop consonant,t̪’ˤ
BIPA_gkx_u0261u01C2u006Bu0078u02BC,ɡǂkxʼ,from voiced palatal click to voiceless velar ejective affricate cluster,gǂkx’
BIPA_k_u006Bu01C3u032A,kǃ̪,voiceless dental click consonant,ǀ
BIPA_hj_u0127u0303u02B2,ħ̃ʲ,nasalized palatalized voiceless pharyngeal fricative consonant,ħ̃ʲ
BIPA_p_u0070u02BCu02D0,pʼː,long voiceless bilabial ejective stop consonant,p’ː
BIPA_r_u027Au0320,ɺ̠,retracted voiced alveolar lateral tap consonant,ɺ̠
UNK_s_u02BCu0283,ʼʃ,,
BIPA_z_u007Au032A,z̪,voiced dental sibilant fricative consonant,z̪
BIPA_e_u0258u0303u02D0,ɘ̃ː,long nasalized unrounded close-mid central vowel,ɘ̃ː
BIPA_ur_u0075u02DE,u˞,rhotacized rounded close back vowel,u˞
UNK_eh_u0065u02B0,eʰ,,
BIPA_oe_u00F8u0258,øɘ,from rounded close-mid front to unrounded close-mid central diphthong,øɘ
BIPA_j_u006Au0294,jʔ,glottalized voiced palatal approximant consonant,jˀ
BIPA_khw_u03C7u02B7,χʷ,labialized voiceless uvular fricative consonant,χʷ
BIPA_j_u025Fu031F,ɟ̟,advanced voiced palatal stop consonant,ɟ̟
BIPA_ts_u02A7u02D0,ʧː,long voiceless post-alveolar sibilant affricate consonant,tʃː
BIPA_hwk_u02B0u02B7u006B,ʰʷk,pre-labialized voiceless velar stop consonant,ʷk
BIPA_ie_u0069u032Fu0065u031E,i̯e̞,from non-syllabic unrounded close front to unrounded mid front diphthong,i̯e̞
BIPA_o_u00F8u02D0,øː,long rounded close-mid front vowel,øː
BIPA_b_u03B2,β,voiced bilabial fricative consonant,β
BIPA_qw_u0071u0330u02B7,q̰ʷ,labialized creaky voiceless uvular stop consonant,q̰ʷ
BIPA_tswh_u0074u032Au0073u032Au02B7u02B0,t̪s̪ʷʰ,labialized aspirated voiceless dental sibilant affricate consonant,ts̪ʷʰ
BIPA_nts_u006Eu0320u0074u0320u0283,n̠t̠ʃ,pre-nasalized voiceless post-alveolar sibilant affricate consonant,ⁿtʃ
UNK_jaei_u006Au00E6u0069,jæi,,
BIPA__u2C71,ⱱ,voiced labio-dental tap consonant,ⱱ
BIPA_t_u0074u032Au033A,t̪̺,voiceless apical dental stop consonant,t̪̺
BIPA_tj_u0074u02B2u02D0,tʲː,palatalized long voiceless alveolar stop consonant,tʲː
BIPA__u0259u0324u0303u02D0,ə̤̃ː,long nasalized breathy unrounded mid central vowel,ə̤̃ː
BIPA_ntsr_u006Eu0320u0074u0320u0283u027E,n̠t̠ʃɾ,pre-nasalized with-trilled-release voiceless post-alveolar sibilant affricate consonant,ⁿtʃʳ
BIPA_b_u0253,ɓ,voiced bilabial implosive consonant,ɓ
BIPA_nd_u207Fu0256,ⁿɖ,pre-nasalized voiced retroflex stop consonant,ⁿɖ
BIPA_dj_u00F0u02B2,ðʲ,palatalized voiced dental fricative consonant,ðʲ
BIPA_hkw_u02B0u006Bu02B7,ʰkʷ,pre-aspirated labialized voiceless velar stop consonant,ʰkʷ
BIPA_jjw_u025Fu029Du02B7,ɟʝʷ,labialized voiced palatal affricate consonant,ɟʝʷ
BIPA_s_u0073u0330,s̰,creaky voiceless alveolar sibilant fricative consonant,s̰
BIPA_hd_u02B0u0064,ʰd,pre-aspirated voiced alveolar stop consonant,ʰd
BIPA_kx_u006Bu0078,kx,voiceless velar affricate consonant,kx
UNK_n_u006Eu0325u032A,n̥̪,,
BIPA_kl_u006Bu01C2u0353u02E1,kǂ͓ˡ,with-friction with-lateral-release voiceless palatal click consonant,ǂˡ͓
BIPA_j_u029Du02D0,ʝː,long voiced palatal fricative consonant,ʝː
BIPA_wj_u02C0u028Du02B2,ˀʍʲ,pre-glottalized palatalized voiceless labio-velar approximant consonant,ˀʍʲ
BIPA_dzw_u0064u007Au02B7,dzʷ,labialized voiced alveolar sibilant affricate consonant,dzʷ
BIPA_oy_u00F8u0079u032F,øy̯,from rounded close-mid front to non-syllabic rounded close front diphthong,øy̯
BIPA_ng_u014Bu01C2,ŋǂ,voiced palatal nasal-click consonant,ŋǂ
BIPA_tswh_u0074u0283u02B7u02B0,tʃʷʰ,labialized aspirated voiceless post-alveolar sibilant affricate consonant,tʃʷʰ
BIPA_l_u026Du031F,ɭ̟,advanced voiced retroflex lateral approximant consonant,ɭ̟
UNK_je_u006Au1EBD,jẽ,,
BIPA_ai_u00E3u031Fu0129,ã̟ĩ,from advanced nasalized unrounded open front to nasalized unrounded close front diphthong,ã̟ĩ
UNK_je_u006Au025Bu0303,jɛ̃,,
BIPA_a_u0252u003A,ɒ:,long rounded open back vowel,ɒː
BIPA_jw_u006Au0325u02B7,j̥ʷ,labialized devoiced voiced palatal approximant consonant,j̥ʷ
BIPA_e_u0065u0324u02D1,e̤ˑ,mid-long breathy unrounded close-mid front vowel,e̤ˑ
BIPA_kx_u006Bu0078u02D0,kxː,long voiceless velar affricate consonant,kxː
BIPA_htsh_u02B0u0074u0283u02B0,ʰtʃʰ,pre-aspirated aspirated voiceless post-alveolar sibilant affricate consonant,ʰtʃʰ
BIPA_qh_u0071u02B0,qʰ,aspirated voiceless uvular stop consonant,qʰ
BIPA_nts_u006Eu0074u0073,nts,pre-nasalized voiceless alveolar sibilant affricate consonant,ⁿts
BIPA_l_u026B,ɫ,velarized voiced alveolar lateral approximant consonant,lˠ
BIPA_dzh_u0064u0292u02B0,dʒʰ,aspirated voiced post-alveolar sibilant affricate consonant,dʒʰ
UNK_gw_u0261u0077,ɡw,,
BIPA_gb_u0261u0253,ɡɓ,from voiced velar implosive to voiced bilabial implosive cluster,ɠɓ
BIPA_rw_u0281u031Eu0330u02B7,ʁ̞̰ʷ,labialized creaky voiced uvular approximant consonant,ʁ̞̰ʷ
BIPA_s_u0073u0319u02E4,s̙ˤ,glottalized voiceless retracted-tongue-root alveolar sibilant fricative consonant,s̙ˤ
BIPA_ur_u0075u02DEu02E4u02D0,u˞ˤː,long rhotacized pharyngealized rounded close back vowel,u˞ˤː
UNK_st_u0073u0074,st,,
UNK_ah_u0061u02B0,aʰ,,
BIPA_nd_u006Eu032Au0064u032A,n̪d̪,pre-nasalized voiced dental stop consonant,ⁿd̪
BIPA_kp_u006Bu0070u02E4,kpˤ,pharyngealized voiceless velar-and-bilabial stop consonant,kpˤ
BIPA_lj_u006Cu02B2,lʲ,palatalized voiced alveolar lateral approximant consonant,lʲ
BIPA_eu_u1EBDu031Eu0169,ẽ̞ũ,from nasalized unrounded mid front to nasalized rounded close back diphthong,ẽ̞ũ
UNK_ng_u02BCu014Bu01C0,ʼŋǀ,,
BIPA_dz_u0064u031Fu007Au031F,d̟z̟,advanced voiced alveolar sibilant affricate consonant,dz̟
BIPA_w_u0077u031E,w̞,lowered voiced labio-velar approximant consonant,w̞
BIPA_y_u0079u02D0u0259,yːə,from long rounded close front to unrounded mid central diphthong,yːə
BIPA_ai_u00E4u0069u032F,äi̯,from centralized unrounded open front to non-syllabic unrounded close front diphthong,äi̯
BIPA_s_u0073u032Au033B,s̪̻,voiceless laminal dental sibilant fricative consonant,s̪̻
BIPA_dh_u0256u0324u02B1,ɖ̤ʱ,breathy voiced retroflex stop consonant,ɖʱ
BIPA_ai_u0061u0330u026Au0330,a̰ɪ̰,from creaky unrounded open front to creaky unrounded near-close near-front diphthong,a̰ɪ̰
BIPA_rg_u027Eu02E0,ɾˠ,velarized voiced alveolar tap consonant,ɾˠ
BIPA_a_u0061u02D1,aˑ,mid-long unrounded open front vowel,aˑ
BIPA_qkhw_u0071u03C7u02B7u02BC,qχʷʼ,labialized voiceless uvular ejective affricate consonant,qχ’ʷ
BIPA_nz_u006Eu007A,nz,pre-nasalized voiced alveolar sibilant fricative consonant,ⁿz
BIPA_nqh_u207Fu0071u02B0,ⁿqʰ,pre-nasalized aspirated voiceless uvular stop consonant,ⁿqʰ
BIPA_o_u0254u02E4,ɔˤ,pharyngealized rounded open-mid back vowel,ɔˤ
BIPA_ia_u0069u0061,ia,from unrounded close front to unrounded open front diphthong,ia
BIPA_g_u0261u0298,ɡʘ,voiced labial click consonant,gʘ
BIPA_ts_u0074u0320u0283,t̠ʃ,voiceless post-alveolar sibilant affricate consonant,tʃ
BIPA_thj_u0074u032Au02B0u02B2,t̪ʰʲ,palatalized aspirated voiceless dental stop consonant,t̪ʰʲ
BIPA_e_u1E1Bu02D1,ḛˑ,mid-long creaky unrounded close-mid front vowel,ḛˑ
BIPA_pj_u0070u02B2,pʲ,palatalized voiceless bilabial stop consonant,pʲ
BIPA_t_u0074u032Au0027,t̪',voiceless dental ejective stop consonant,t̪’
BIPA_ae_u0061u0065,ae,from unrounded open front to unrounded close-mid front diphthong,ae
BIPA_wm_u02B7u006D,ʷm,pre-labialized voiced bilabial nasal consonant,ʷm
BIPA_wz_u02B7u0290,ʷʐ,pre-labialized voiced retroflex sibilant fricative consonant,ʷʐ
BIPA_njw_u006Eu02B2u02B7,nʲʷ,palatalized labialized voiced alveolar nasal consonant,nʲʷ
BIPA_vr_u0076u027E,vɾ,with-trilled-release voiced labio-dental fricative consonant,vʳ
BIPA_ao_u00E3u00F5,ãõ,from nasalized unrounded open front to nasalized rounded close-mid back diphthong,ãõ
BIPA_i_u0268u02D1,ɨˑ,mid-long unrounded close central vowel,ɨˑ
BIPA_u_u0289u0303u02D0,ʉ̃ː,long nasalized rounded close central vowel,ʉ̃ː
BIPA_i_u00EF,ï,centralized unrounded close front vowel,ï
BIPA_dzr_u0064u0320u0292u027E,d̠ʒɾ,with-trilled-release voiced post-alveolar sibilant affricate consonant,dʒʳ
BIPA_ui_u0289u0069,ʉi,from rounded close central to unrounded close front diphthong,ʉi
BIPA_w_u0077u0325,w̥,devoiced voiced labio-velar approximant consonant,w̥
BIPA_ts_u0288u033Bu0282u033B,ʈ̻ʂ̻,voiceless laminal retroflex sibilant affricate consonant,ʈʂ̻
BIPA_dz_u0064u0291u02D0,dʑː,long voiced alveolo-palatal sibilant affricate consonant,dʑː
UNK_y_u0079u02BC,yʼ,,
UNK_tsw_u0074u015Du02B7u02BC,tŝʷʼ,,
UNK_ts_u0074u032Au0283,t̪ʃ,,
BIPA_s_u0282u0349,ʂ͉,unreleased voiceless retroflex sibilant fricative consonant,ʂ̚
BIPA_kp_u006Bu0070,kp,voiceless velar-and-bilabial stop consonant,kp
BIPA_n_u0273u0325,ɳ̥,devoiced voiced retroflex nasal consonant,ɳ̊
BIPA_p_u0070,p,voiceless bilabial stop consonant,p
BIPA_mv_u0271u0076,ɱv,pre-nasalized voiced labio-dental fricative consonant,ⁿv
BIPA_aj_u00E3u02B2,ãʲ,from nasalized unrounded open front to unrounded close front diphthong,ãi
BIPA_k_u006Bu01C3u0294,kǃʔ,from voiceless alveolar click to voiceless glottal stop cluster,ǃʔ
BIPA_w_u0077u003A,w:,long voiced labio-velar approximant consonant,wː
BIPA_h_u0068,h,voiceless glottal fricative consonant,h
BIPA_t_u0074u0330,t̰,creaky voiceless alveolar stop consonant,t̰
UNK_ts_u0074u015Du02BC,tŝʼ,,
UNK__u02E6u0330,˦̰,,
BIPA_lz_u026E,ɮ,voiced alveolar lateral fricative consonant,ɮ
BIPA_tth_u0074u032Au03B8,t̪θ,voiceless dental affricate consonant,tθ
BIPA_d_u0064u02C0,dˀ,glottalized voiced alveolar stop consonant,dˀ
BIPA_oe_u0254u0065,ɔe,from rounded open-mid back to unrounded close-mid front diphthong,ɔe
UNK__u02C0u02E6,ˀ˦,,
BIPA_t_u0074u032Au02E4,t̪ˤ,pharyngealized voiceless dental stop consonant,t̪ˤ
BIPA_d_u0064u1DA3,dᶣ,labio-palatalized voiced alveolar stop consonant,dᶣ
BIPA_dzg_u0064u007Au02E0,dzˠ,velarized voiced alveolar sibilant affricate consonant,dzˠ
BIPA_oa_u0254u0061u02D0,ɔaː,from rounded open-mid back to long unrounded open front diphthong,ɔaː
UNK_jau_u006Au0061u0075,jau,,
BIPA_i_u0129u031E,ĩ̞,lowered nasalized unrounded close front vowel,ĩ̞
BIPA_e_u025C,ɜ,unrounded open-mid central vowel,ɜ
BIPA_oy_u0254u0079u032Fu02D0,ɔy̯ː,from rounded open-mid back to long non-syllabic rounded close front diphthong,ɔy̯ː
BIPA_gbr_u0261u0062u027E,ɡbɾ,with-trilled-release voiced velar-and-bilabial stop consonant,gbʳ
UNK_wo_u0077u0254u02D0,wɔː,,
BIPA_kl_u006Bu006C,kl,with-lateral-release voiceless velar stop consonant,kˡ
BIPA_g_u0261u030A,ɡ̊,devoiced voiced velar stop consonant,g̊
BIPA_nggw_u014Bu0263u02B7,ŋɣʷ,pre-nasalized labialized voiced velar fricative consonant,ⁿɣʷ
BIPA_tl_u0074u032Au026Cu032A,t̪ɬ̪,voiceless dental lateral affricate consonant,tɬ̪
BIPA_u_u0264u02D1,ɤˑ,mid-long unrounded close-mid back vowel,ɤˑ
BIPA_e_u0065u02C0,eˀ,glottalized unrounded close-mid front vowel,eˀ
BIPA_y_u0079u0320,y̠,retracted rounded close front vowel,y̠
BIPA_hw_u0127u02B7,ħʷ,labialized voiceless pharyngeal fricative consonant,ħʷ
BIPA_oey_u0153u0079u02D0,œyː,from rounded open-mid front to long rounded close front diphthong,œyː
BIPA_tl_u0074u032Au026Cu032Au02C0,t̪ɬ̪ˀ,glottalized voiceless dental lateral affricate consonant,tɬ̪ˀ
BIPA_s_u0073u02E4,sˤ,pharyngealized voiceless alveolar sibilant fricative consonant,sˤ
BIPA_z_u007Au02C0,zˀ,glottalized voiced alveolar sibilant fricative consonant,zˀ
BIPA_ngk_u014Bu006B,ŋk,pre-nasalized voiceless velar stop consonant,ⁿk
BIPA_s_u0073u0320,s̠,retracted voiceless alveolar sibilant fricative consonant,s̠
BIPA_ts_u0074u0283u02D0,tʃː,long voiceless post-alveolar sibilant affricate consonant,tʃː
BIPA_d_u0064u0319u02E4,d̙ˤ,pharyngealized voiced retracted-tongue-root alveolar stop consonant,d̙ˤ
BIPA_ngl_u014Bu0325u01C2u0353u02E1u02C0,ŋ̥ǂ͓ˡˀ,with-friction pre-nasalized glottalized with-lateral-release voiceless palatal click consonant,ⁿǂˡˀ͓
BIPA_cj_u00E7u02B2,çʲ,palatalized voiceless palatal sibilant fricative consonant,çʲ
BIPA_ng_u0294u014Bu0298,ʔŋʘ,pre-glottalized voiced labial nasal-click consonant,ˀŋʘ
BIPA_p_u0070u0349,p͉,unreleased voiceless bilabial stop consonant,p̚
BIPA_sw_u0073u032Au02B7,s̪ʷ,labialized voiceless dental sibilant fricative consonant,s̪ʷ
UNK_pr_u0070u02DE,p˞,,
BIPA_o_u00F8,ø,rounded close-mid front vowel,ø
BIPA_nh_u006Eu02B1,nʱ,breathy voiced alveolar nasal consonant,nʱ
BIPA_d_u0064u0320u0330,d̠̰,creaky voiced post-alveolar stop consonant,d̠̰
BIPA_ui_u0075u0069,ui,from rounded close back to unrounded close front diphthong,ui
BIPA_ts_u0288u0282u0027,ʈʂ',voiceless retroflex ejective sibilant affricate consonant,ʈʂ’
BIPA_l_u026Bu032A,ɫ̪,velarized voiced dental lateral approximant consonant,l̪ˠ
BIPA_a_u0061u02C0,aˀ,glottalized unrounded open front vowel,aˀ
BIPA_dh_u0064u032Au02B1,d̪ʱ,breathy voiced dental stop consonant,d̪ʱ
BIPA_pfh_u0070u0066u02B0,pfʰ,aspirated voiceless labio-dental affricate consonant,pfʰ
BIPA_r_u02C0u0072,ˀr,pre-glottalized voiced alveolar trill consonant,ˀr
BIPA_ht_u02B0u0288,ʰʈ,pre-aspirated voiceless retroflex stop consonant,ʰʈ
BIPA_ig_u026Au0319u02E0,ɪ̙ˠ,velarized retracted-tongue-root unrounded near-close near-front vowel,ɪ̙ˠ
BIPA_o_u0254u031Du02D0,ɔ̝ː,long raised rounded open-mid back vowel,ɔ̝ː
BIPA__u028Cu003A,ʌ:,long unrounded open-mid back vowel,ʌː
BIPA_htsh_u02B0u0288u0282u02B0,ʰʈʂʰ,pre-aspirated aspirated voiceless retroflex sibilant affricate consonant,ʰʈʂʰ
BIPA_uae_u0075u00E6,uæ,from rounded close back to unrounded near-open front diphthong,uæ
